no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets_value
2,0,0,16.012735135300492,17.24949776244942,14,670,18.0739561308668
3,1,0,15.590462908875947,16.48273876454623,10,408,17.347736202032834
2,0,0,15.501909511534503,16.292048958081757,6,303,17.654962870557586
0,1,0,16.0978929436408,17.365127944744703,14,497,17.468762834435058
4,1,1,16.0978929436408,17.344807942253745,14,740,17.83369375922081
4,0,1,15.150511624696614,15.919644712234481,4,309,17.158372362613466
0,0,0,16.06680235657077,17.01009369026343,14,769,17.93941392242792
3,1,1,14.73180128983843,15.775605342011543,6,420,16.749367427800177
1,1,0,14.457364444136669,15.60727002719233,20,540,15.907374619642667
5,1,1,15.29711509888849,16.176364559082295,20,806,17.096421773751928
4,1,1,14.151982794585487,14.880221294956703,6,723,16.12804598181149
5,0,1,14.978661367769956,16.283610089435893,16,565,16.897420527759316
1,1,1,14.946912669455374,16.034714042019267,16,374,16.61887093887081
4,1,0,15.319587954740548,16.108045315104818,10,509,17.18624873214172
3,0,1,16.045524958123483,16.972510979114386,16,728,17.73748389424559
2,1,0,15.747031969567487,16.716932152047026,20,396,17.690869579020827
0,0,1,15.176487111099874,15.967272761223736,2,667,17.088874568116545
5,0,0,14.978661367769956,15.816990558174398,12,583,17.18624873214172
1,0,1,15.538277155705378,16.864783598446294,10,459,17.31504384034729
4,0,1,15.123843377614453,16.292048958081757,18,635,17.161899703131436
3,0,0,15.943742263813542,17.118727531266227,12,604,17.88624525454724
0,0,1,15.250595083253597,16.00156183470237,14,796,16.93787548245163
4,1,0,15.150511624696614,15.955576721460545,10,416,17.216707939626428
3,1,0,14.978661367769956,15.919644712234481,8,311,16.94227109392467
1,1,0,16.08763644347361,17.33892557235068,10,833,18.142288718407677
1,0,1,15.27412558066379,16.056220247240233,6,543,17.26866767855714
5,1,1,15.907374619642667,16.826131444012017,18,751,17.69913408887072
5,0,1,16.056220247240233,16.95966283663654,14,885,17.870767731478328
4,0,1,15.907374619642667,16.780783624033557,6,346,17.74537348152075
4,1,0,15.687312734865866,16.489659207390805,4,588,17.7073308560749
2,1,0,16.056220247240233,16.955343175492022,4,488,17.96023132751144
1,0,1,14.77102200299171,15.702580206996654,20,765,15.990262279448435
3,0,1,15.89495209964411,17.05810290944979,6,337,17.45309671769066
1,1,0,15.363073066680286,16.045524958123483,8,515,17.073607095985757
2,1,1,15.84365880525656,16.920097236430347,12,555,17.521738650412825
1,1,1,15.732433170146335,17.118727531266227,2,702,17.51434034293138
2,0,1,15.702580206996654,16.64872390202049,2,457,17.278116567755074
2,1,0,15.919644712234481,17.118727531266227,10,425,17.729531566055094
1,1,1,15.29711509888849,16.325109820342647,6,583,17.344807942253745
1,0,0,15.931766072766827,17.18967926723851,6,877,17.98372496875283
0,1,0,16.034714042019267,17.41282281855272,14,522,17.755148730425393
5,0,1,14.808762330974558,15.978833583624812,20,687,16.461685355348397
0,1,0,15.623799329143539,16.97675726999584,20,856,17.299822846336937
4,0,1,16.02378497148708,17.312018119430753,8,543,17.923100346936394
5,0,1,15.84365880525656,16.549878067383858,14,576,17.35065591213617
2,0,0,15.789591583986283,16.64872390202049,10,856,17.778226677707938
0,1,1,14.77102200299171,15.919644712234481,8,722,16.70588231586044
4,1,1,15.687312734865866,16.821193162371433,12,653,17.73152558466196
5,1,0,16.00156183470237,17.385043254445645,16,480,17.88624525454724
2,1,1,15.501909511534503,16.475770095230136,14,477,17.1296965626368
0,1,0,12.611537753638338,13.122363377404328,2,885,14.22097566607244
0,0,0,15.943742263813542,16.791040124200745,18,530,17.86031467462624
3,1,0,15.931766072766827,16.660419941783683,8,870,17.548406897494985
4,0,0,14.346138809026444,15.538277155705378,8,395,16.056220247240233
2,0,0,14.22097566607244,15.250595083253597,16,771,16.12804598181149
1,0,1,12.206072645530174,13.122363377404328,2,579,13.997832114758229
1,1,1,13.815510557964274,15.123843377614453,14,798,15.816990558174398
3,0,1,15.990262279448435,17.038378404102012,8,473,17.815544440715133
0,1,1,13.815510557964274,14.978661367769956,8,304,15.520258650202699
0,0,1,15.967272761223736,16.951004773893423,14,678,18.065433352004817
5,1,1,14.690979295318174,16.00156183470237,2,745,16.523560759066484
1,1,0,14.690979295318174,16.00156183470237,8,835,16.1378982782545
5,0,1,15.60727002719233,16.308716010566968,20,848,17.511862026916912
5,0,0,15.84365880525656,16.60667566577699,18,872,17.302885635867483
3,0,0,15.89495209964411,16.816230373029303,10,608,17.85151954317341
0,1,1,15.501909511534503,16.785925023533974,16,758,17.20328491929429
0,0,1,14.151982794585487,15.123843377614453,4,841,16.077273656438063
0,0,1,13.592367006650065,14.77102200299171,2,618,15.201804919084164
4,1,1,12.611537753638338,13.9108207377686,4,457,14.648419680899378
0,1,0,15.226497531674536,16.48273876454623,4,844,16.94227109392467
2,0,0,14.22097566607244,15.150511624696614,4,776,16.06680235657077
1,0,0,15.341566861459324,16.44739939810092,8,520,17.27182723884751
1,1,1,15.009433026436708,15.830413578506539,12,648,16.727861222579214
4,0,1,15.88237331743725,17.26231845087848,10,654,17.944256546903706
0,0,0,15.907374619642667,17.09265529095645,20,342,17.52664062101303
5,0,0,13.710150042306449,14.845129975145433,16,808,15.747031969567487
1,1,1,15.404745763080856,16.536805985816503,10,429,17.239773212557427
3,1,1,15.623799329143539,16.711422496236054,14,538,17.49686174565742
3,0,0,15.319587954740548,16.612791892794426,6,533,16.972510979114386
2,1,1,14.880221294956703,15.80338490611862,8,394,16.90655301132259
1,0,0,15.88237331743725,17.193098073987297,2,771,17.819200751918245
5,1,1,15.226497531674536,16.12804598181149,4,792,16.99356438831222
5,0,1,15.856730886823913,16.556350581889475,8,407,17.654962870557586
0,0,0,15.538277155705378,16.775615653875114,18,544,17.385043254445645
5,1,0,16.012735135300492,16.70588231586044,18,509,17.83907493812533
4,0,1,15.671808548329901,16.727861222579214,16,320,17.588271496058912
4,1,0,15.747031969567487,16.503358051748965,2,496,17.466168799258014
3,0,0,16.02378497148708,17.126053571358298,18,652,17.810034784904165
2,1,1,13.9108207377686,15.123843377614453,2,806,15.747031969567487
4,0,0,14.346138809026444,15.319587954740548,12,821,16.25785759333348
5,1,1,16.034714042019267,17.175885945106174,20,618,18.058275125304647
2,0,1,15.931766072766827,16.84080163375981,12,729,18.081003376382203
5,0,1,15.424948470398375,16.176364559082295,6,839,17.610999747136468
3,1,0,14.603967918328545,15.671808548329901,2,318,16.045524958123483
2,1,0,15.319587954740548,16.077273656438063,16,404,17.1296965626368
5,0,1,15.226497531674536,16.012735135300492,6,581,16.94227109392467
1,0,0,14.845129975145433,15.732433170146335,18,596,16.654589021472887
1,0,0,15.702580206996654,16.8456442582356,4,415,17.65065251905646
3,0,1,14.978661367769956,15.789591583986283,6,728,16.780783624033557
0,0,0,15.65606019136176,16.40327459319198,2,666,17.278116567755074
2,1,0,15.363073066680286,16.689075197544057,14,675,17.299822846336937
0,1,0,15.226497531674536,16.549878067383858,16,304,17.1296965626368
5,1,1,15.775605342011543,16.556350581889475,4,474,17.69501037168686
4,1,1,15.404745763080856,16.1378982782545,18,370,17.32406645794693
4,1,0,15.538277155705378,16.826131444012017,20,596,17.415558798371595
4,1,0,15.03928598958639,15.931766072766827,2,567,16.835935444108635
3,0,0,15.319587954740548,16.59432982995469,16,671,17.290577788192884
2,1,0,12.611537753638338,13.592367006650065,18,819,14.457364444136669
5,0,1,15.84365880525656,16.951004773893423,10,829,17.379393521903527
5,1,0,13.122363377404328,13.997832114758229,12,454,14.978661367769956
0,1,1,15.590462908875947,16.536805985816503,16,399,17.429127527577663
0,1,0,15.775605342011543,16.8456442582356,10,784,17.865554861289795
2,0,1,15.955576721460545,17.107636844572067,6,538,17.971263748315017
0,1,1,15.671808548329901,16.642824179893303,16,759,17.543610725231492
2,1,0,15.775605342011543,16.87890147999208,12,699,17.770593052852867
5,0,0,14.403297222866392,15.501909511534503,14,347,16.275099399767985
3,0,1,15.702580206996654,17.04235455248165,20,598,17.64415195445337
4,1,1,15.990262279448435,17.11504428584993,2,406,17.81187471182617
2,0,0,15.38412647587812,16.575520497997196,20,860,16.972510979114386
5,1,1,15.29711509888849,16.61887093887081,10,806,16.90199719478673
0,0,0,14.508657738524219,15.747031969567487,2,448,16.536805985816503
2,1,0,15.732433170146335,16.933460464242515,20,393,17.305939073354374
5,0,1,15.702580206996654,16.588099280204055,12,811,17.447819660589815
2,1,0,15.009433026436708,15.88237331743725,20,829,16.93787548245163
3,0,0,15.816990558174398,16.96824658032793,16,700,17.764829348136118
0,0,1,15.319587954740548,16.333207030575267,18,719,16.94227109392467
1,0,1,16.06680235657077,17.23323724157764,12,430,17.81737426739221
1,1,0,13.592367006650065,14.914122846632385,4,338,15.404745763080856
2,1,0,15.201804919084164,16.38045991542581,4,695,17.312018119430753
2,0,0,15.761420707019587,17.06200154986545,18,374,17.41282281855272
3,1,0,15.068273526459642,15.955576721460545,18,609,16.929025867174648
3,1,1,16.08763644347361,17.399029496420383,6,631,17.622173047734595
0,0,0,15.03928598958639,16.195056692094447,6,439,16.821193162371433
1,1,1,15.341566861459324,16.41820024340866,20,837,17.136942971157566
4,1,0,15.150511624696614,16.1573163641116,10,833,17.158372362613466
4,0,1,15.250595083253597,16.077273656438063,20,863,16.850463544671545
2,1,0,14.73180128983843,15.978833583624812,4,684,16.3727378693319
0,0,1,15.761420707019587,17.01825700090259,6,542,17.458346073576802
1,0,0,15.483217378522351,16.25785759333348,8,753,17.26866767855714
0,0,0,15.671808548329901,16.46875252257149,2,512,17.43718126238476
3,0,0,15.03928598958639,15.907374619642667,12,385,17.02635421113521
4,0,0,15.717618084361195,16.749367427800177,2,749,17.7667542765457
1,0,1,15.341566861459324,16.12804598181149,4,618,16.785925023533974
4,1,1,13.710150042306449,14.73180128983843,4,583,15.424948470398375
0,1,0,15.444751097694555,16.80623028969472,18,655,17.168917275790083
0,0,1,15.761420707019587,16.855259716935038,20,380,17.72553156072175
3,1,1,15.226497531674536,16.503358051748965,6,679,17.088874568116545
2,1,0,15.341566861459324,16.510137738734343,6,410,17.543610725231492
2,1,1,15.096444403426338,16.25785759333348,8,590,16.8456442582356
5,1,0,15.590462908875947,16.440179150127435,14,397,17.41007933260697
2,1,0,13.304684934198283,14.557447902693651,16,425,15.201804919084164
0,1,0,15.404745763080856,16.612791892794426,2,383,17.133326330687378
5,1,1,15.671808548329901,16.98938901690174,6,406,17.85504688369138
2,1,0,15.761420707019587,16.801192495664765,10,563,17.601970340417076
3,1,1,15.717618084361195,16.41076526492114,14,782,17.606495235015363
1,0,1,13.592367006650065,14.603967918328545,4,852,15.27412558066379
5,0,0,15.84365880525656,17.140546578660864,2,753,17.831893578716663
5,1,1,14.978661367769956,15.84365880525656,4,489,16.831045458814444
2,0,1,15.404745763080856,16.440179150127435,2,586,17.15483253590834
3,0,0,15.789591583986283,16.850463544671545,16,560,17.43985149094064
3,1,0,15.538277155705378,16.84080163375981,6,487,17.51434034293138
4,1,1,15.80338490611862,16.722411617811648,8,434,17.652810017196483
4,0,0,15.009433026436708,15.761420707019587,20,504,16.869511739642242
2,1,1,16.034714042019267,17.04631495369775,4,827,18.093564602255178
3,0,1,15.907374619642667,16.963963918535928,20,657,17.783913896828526
5,1,0,15.702580206996654,16.87890147999208,10,447,17.7355017330416
0,1,1,15.250595083253597,16.42558035070628,4,834,17.118727531266227
2,1,0,15.573368475516649,16.892822818510687,8,354,17.335971360453247
2,1,1,15.538277155705378,16.860032995687696,18,883,17.460960454150875
0,0,1,15.096444403426338,16.108045315104818,12,641,17.014183675514957
1,1,1,15.856730886823913,16.642824179893303,6,621,18.03648777111974
0,1,1,15.86963429165982,16.963963918535928,10,587,17.893048001869992
3,0,0,15.555976732804778,16.549878067383858,16,424,17.20665760377293
5,1,0,15.65606019136176,16.835935444108635,14,515,17.379393521903527
5,0,1,14.648419680899378,15.363073066680286,18,592,16.489659207390805
4,1,1,16.077273656438063,16.80623028969472,6,319,17.81187471182617
1,0,1,13.815510557964274,15.176487111099874,16,360,15.520258650202699
5,1,1,15.789591583986283,17.11504428584993,12,535,17.80634474381671
2,0,1,15.150511624696614,16.249123913364723,16,666,16.95966283663654
4,0,1,16.045524958123483,17.01825700090259,16,419,17.72553156072175
2,0,1,15.789591583986283,16.90199719478673,12,640,17.210018951475632
0,1,0,15.84365880525656,16.796129193708218,12,545,17.65065251905646
4,1,0,15.319587954740548,16.543363386362664,10,843,17.31504384034729
1,0,1,16.108045315104818,17.246266741867974,20,559,18.048166735983887
0,0,1,13.458835614025542,14.508657738524219,18,650,15.424948470398375
0,1,0,15.068273526459642,16.325109820342647,16,479,17.158372362613466
1,1,1,12.611537753638338,13.815510557964274,14,324,14.151982794585487
5,0,1,15.501909511534503,16.630919277386983,2,354,17.220035729719104
4,0,1,14.845129975145433,15.943742263813542,10,521,16.556350581889475
5,0,1,15.404745763080856,16.58182966719046,8,505,17.460960454150875
4,0,0,13.304684934198283,14.346138809026444,12,436,14.845129975145433
0,1,0,14.914122846632385,15.907374619642667,6,683,16.883563493097892
0,1,0,14.403297222866392,15.573368475516649,18,348,16.240313283682568
4,1,1,15.444751097694555,16.569171270318538,6,867,17.560297644016508
5,1,0,14.151982794585487,15.226497531674536,14,880,16.1573163641116
2,1,1,15.717618084361195,17.054189010128656,10,673,17.72352554199488
3,0,0,15.27412558066379,16.349207371921707,18,482,17.19990082131005
3,1,1,15.86963429165982,16.791040124200745,4,767,17.85504688369138
3,0,0,15.501909511534503,16.575520497997196,18,760,17.468762834435058
0,0,0,13.122363377404328,14.457364444136669,2,857,15.123843377614453
1,1,0,15.967272761223736,17.10017412337048,10,735,17.782021748676488
3,1,0,14.73180128983843,16.045524958123483,4,810,16.76519889301686
4,0,0,14.914122846632385,15.789591583986283,2,680,16.562781472219765
5,0,1,15.761420707019587,17.107636844572067,4,889,17.382222378104004
1,0,1,12.89921982609012,14.22097566607244,16,688,14.557447902693651
5,0,0,15.464169183551656,16.432906390798355,16,531,17.278116567755074
3,1,0,15.009433026436708,16.222455666282563,2,660,17.111347423968603
1,0,1,14.690979295318174,15.990262279448435,18,414,16.549878067383858
4,1,1,15.573368475516649,16.575520497997196,14,528,17.41282281855272
4,0,1,16.056220247240233,16.811242831518264,12,817,17.678343319201648
2,0,0,15.623799329143539,16.543363386362664,2,799,17.39066124674987
1,1,1,15.830413578506539,16.87890147999208,20,655,17.901486870515857
2,0,0,15.226497531674536,16.600521800202614,6,546,17.050259731988763
3,0,0,15.955576721460545,17.2430252479438,14,745,17.639794649084415
0,1,0,15.27412558066379,16.642824179893303,8,884,17.133326330687378
5,0,0,16.045524958123483,16.90655301132259,4,822,18.023183805493378
4,0,0,15.60727002719233,16.744034081824815,2,623,17.31504384034729
1,0,1,15.483217378522351,16.75467248002987,16,361,16.93787548245163
5,0,1,15.816990558174398,16.600521800202614,2,778,17.692942118622803
1,0,1,13.9108207377686,15.150511624696614,8,779,15.89495209964411
1,1,1,15.702580206996654,16.8456442582356,4,594,17.511862026916912
3,1,0,15.919644712234481,17.158372362613466,2,530,17.872499333642605
3,0,0,15.009433026436708,16.045524958123483,12,324,16.671980764184756
4,1,1,14.73180128983843,16.012735135300492,10,394,16.759949537130716
3,1,1,15.009433026436708,16.1573163641116,12,816,17.220035729719104
5,0,0,13.815510557964274,14.648419680899378,16,423,15.717618084361195
5,1,1,15.64005985001532,16.364955728889846,2,539,17.565014633894645
1,1,0,15.761420707019587,16.860032995687696,20,554,17.59285866006582
2,1,1,15.761420707019587,16.759949537130716,6,523,17.72553156072175
1,0,1,15.483217378522351,16.300417207752275,10,852,17.36225024491709
0,0,1,14.403297222866392,15.123843377614453,2,505,16.316946509703484
0,1,1,14.648419680899378,15.88237331743725,10,430,16.780783624033557
2,1,0,15.201804919084164,16.034714042019267,16,784,16.892822818510687
1,0,0,16.00156183470237,16.99356438831222,6,380,17.894741482376325
3,1,0,15.89495209964411,16.73867213868343,20,565,17.55555829865261
4,1,1,15.88237331743725,17.107636844572067,14,446,17.72553156072175
5,1,1,15.717618084361195,16.821193162371433,8,406,17.347736202032834
4,0,0,14.690979295318174,15.60727002719233,6,712,16.600521800202614
4,0,0,15.967272761223736,16.933460464242515,14,729,17.7052879544451
1,0,1,15.483217378522351,16.496532086678563,20,508,17.38785619582226
0,1,0,15.816990558174398,17.030378361434938,20,648,17.610999747136468
0,0,1,15.978833583624812,16.744034081824815,10,346,17.550796384892365
5,1,0,15.919644712234481,16.733281290048552,4,394,17.800784025132014
0,0,1,15.123843377614453,16.08763644347361,12,501,16.951004773893423
5,0,1,16.034714042019267,17.40732829923508,2,655,17.624392804472908
4,0,0,15.623799329143539,16.855259716935038,4,662,17.61324441699029
2,1,1,15.990262279448435,17.2430252479438,20,820,17.601970340417076
5,0,0,16.034714042019267,16.75467248002987,10,521,17.787687486212167
3,1,0,15.789591583986283,17.144137246791594,12,473,18.01120761444666
1,1,0,13.304684934198283,13.997832114758229,10,561,14.978661367769956
5,1,0,15.89495209964411,16.955343175492022,20,461,17.617718697385214
4,1,1,15.747031969567487,16.440179150127435,16,715,17.434503884614045
0,0,1,15.27412558066379,16.562781472219765,18,440,16.915602846842507
3,0,1,15.955576721460545,17.030378361434938,18,749,17.778226677707938
4,0,0,15.967272761223736,16.671980764184756,2,787,17.753201310140998
3,1,0,15.65606019136176,16.44739939810092,18,748,17.85504688369138
3,0,1,15.573368475516649,16.42558035070628,12,321,17.239773212557427
3,1,1,13.815510557964274,14.648419680899378,10,303,15.404745763080856
0,0,1,14.346138809026444,15.501909511534503,8,682,16.056220247240233
2,0,0,14.978661367769956,15.967272761223736,18,638,16.70588231586044
0,1,1,15.830413578506539,16.62491325332677,14,440,18.006679304821915
1,0,1,14.508657738524219,15.702580206996654,10,873,16.147654453199863
3,0,0,16.02378497148708,16.796129193708218,20,437,17.85151954317341
4,1,1,15.943742263813542,16.796129193708218,8,796,17.822843743196746
4,1,0,15.775605342011543,17.118727531266227,16,824,17.4182873130248
2,0,0,12.206072645530174,13.592367006650065,6,338,13.304684934198283
0,0,1,15.424948470398375,16.51687177091569,12,575,17.318060433886718
0,0,1,15.319587954740548,16.642824179893303,8,773,17.31504384034729
2,0,1,15.444751097694555,16.796129193708218,2,733,16.97675726999584
3,1,1,15.226497531674536,16.176364559082295,14,475,17.151280134303974
1,0,0,15.789591583986283,16.523560759066484,10,677,17.579033555073977
3,0,0,15.86963429165982,16.689075197544057,6,403,17.7473361906886
3,1,1,15.830413578506539,17.04631495369775,12,767,17.785802471516394
3,1,1,15.671808548329901,16.860032995687696,2,813,17.49686174565742
4,1,0,15.761420707019587,17.06200154986545,20,597,18.078190435005588
4,0,1,16.012735135300492,17.252718377149463,8,896,17.686711568872166
2,0,1,15.29711509888849,16.44739939810092,6,810,17.442514608360124
2,0,0,13.710150042306449,14.508657738524219,14,337,15.29711509888849
1,1,0,16.0978929436408,17.107636844572067,18,792,18.02169460194191
4,0,0,13.304684934198283,14.28551418721001,6,784,14.845129975145433
5,1,1,16.08763644347361,17.220035729719104,12,434,17.996032816427427
2,1,1,15.943742263813542,17.299822846336937,10,384,17.601970340417076
1,1,0,15.931766072766827,17.030378361434938,10,642,17.810034784904165
4,1,0,15.88237331743725,17.213369038360916,8,314,17.921454256029726
1,0,0,15.967272761223736,17.069753526669768,2,606,17.96655046386292
5,0,1,15.717618084361195,16.68340946000838,14,843,17.45309671769066
0,1,0,14.808762330974558,15.816990558174398,10,778,16.588099280204055
0,0,0,15.702580206996654,17.05810290944979,8,718,17.831893578716663
1,1,1,15.775605342011543,16.850463544671545,20,437,17.7355017330416
5,1,1,12.611537753638338,13.458835614025542,10,586,14.22097566607244
2,1,0,14.603967918328545,15.761420707019587,6,777,16.46875252257149
1,1,1,15.978833583624812,17.27182723884751,12,525,17.81187471182617
4,1,0,15.789591583986283,16.955343175492022,12,632,17.423722109010754
0,0,0,14.508657738524219,15.38412647587812,20,337,16.185754299432134
4,1,1,15.967272761223736,17.144137246791594,8,458,18.06257620720404
2,1,1,14.648419680899378,15.501909511534503,8,364,16.454567887579532
2,0,1,16.077273656438063,17.210018951475632,16,499,18.119575651168443
2,1,1,14.457364444136669,15.687312734865866,16,887,16.056220247240233
1,1,0,14.557447902693651,15.65606019136176,16,882,16.630919277386983
1,0,1,15.176487111099874,15.978833583624812,8,817,16.600521800202614
5,0,1,12.206072645530174,12.611537753638338,10,704,14.28551418721001
1,0,1,14.457364444136669,15.319587954740548,12,742,15.990262279448435
0,0,1,14.978661367769956,16.266515656076592,4,393,16.59432982995469
0,0,0,13.9108207377686,15.27412558066379,18,828,15.483217378522351
5,1,1,15.89495209964411,16.883563493097892,12,779,17.874227942543225
4,1,1,15.623799329143539,16.892822818510687,6,860,17.356469882001587
5,1,0,14.978661367769956,16.176364559082295,2,432,17.038378404102012
4,1,1,16.012735135300492,17.22995316637645,20,532,18.09217667698033
0,0,1,13.997832114758229,14.978661367769956,2,678,15.732433170146335
3,1,0,15.88237331743725,17.111347423968603,6,601,17.98372496875283
3,1,1,15.856730886823913,16.955343175492022,8,807,17.506886892276796
2,0,0,15.29711509888849,16.61887093887081,16,879,17.24949776244942
1,0,0,14.946912669455374,16.231424336265324,18,665,16.90199719478673
5,0,1,14.77102200299171,16.045524958123483,16,697,16.689075197544057
4,1,0,15.520258650202699,16.892822818510687,14,867,17.281246460764002
1,1,0,15.555976732804778,16.556350581889475,8,544,17.667783558986645
5,1,0,15.623799329143539,16.8456442582356,20,482,17.347736202032834
2,1,0,15.919644712234481,16.929025867174648,18,857,17.982175781766
1,1,0,15.60727002719233,16.869511739642242,12,549,17.711404181462537
1,1,1,15.89495209964411,17.236510566922608,10,720,18.017213638506874
4,0,0,14.508657738524219,15.38412647587812,8,302,16.00156183470237
5,1,1,14.077874822431765,14.880221294956703,12,669,15.86963429165982
1,1,0,15.761420707019587,17.11504428584993,6,591,17.628817590453263
3,1,0,15.226497531674536,16.543363386362664,6,440,16.94227109392467
3,1,0,15.89495209964411,17.081269968731327,16,890,17.709369592764748
4,0,0,15.907374619642667,17.14771506813948,8,663,17.75903223045179
4,1,1,16.06680235657077,16.933460464242515,14,433,17.674132786665304
0,1,0,16.034714042019267,16.929025867174648,10,317,18.075369558663947
2,1,0,15.176487111099874,16.503358051748965,16,360,16.454567887579532
1,1,0,16.02378497148708,17.081269968731327,8,727,17.98372496875283
3,1,1,14.914122846632385,15.931766072766827,4,685,16.96824658032793
4,1,0,14.508657738524219,15.27412558066379,8,373,16.496532086678563
5,1,0,15.65606019136176,16.496532086678563,8,469,17.76096833947866
3,0,1,15.226497531674536,16.204273347199372,8,548,17.26549810379586
0,0,0,16.0978929436408,17.19650523230891,20,618,17.874227942543225
2,1,0,15.464169183551656,16.549878067383858,8,658,17.022313801598205
3,1,0,15.84365880525656,17.17240768072985,18,781,18.082406885384525
3,0,0,16.034714042019267,17.385043254445645,2,715,17.81187471182617
5,0,0,14.603967918328545,15.907374619642667,4,409,15.84365880525656
2,0,1,15.931766072766827,16.84080163375981,10,504,17.52664062101303
3,1,1,15.623799329143539,16.888203872654394,16,428,17.25912865551038
2,1,0,15.319587954740548,16.62491325332677,20,704,17.213369038360916
3,0,0,15.702580206996654,16.749367427800177,12,834,17.657111099095875
4,0,0,16.00156183470237,17.367997387172654,14,694,17.684626062381145
4,1,1,15.176487111099874,16.40327459319198,20,453,17.12239726015519
3,1,1,16.00156183470237,17.382222378104004,14,404,17.94747198375768
5,0,0,15.671808548329901,16.920097236430347,12,776,17.49181122987135
1,0,1,16.06680235657077,17.17240768072985,16,526,18.033546592528925
3,1,1,12.611537753638338,13.815510557964274,8,641,14.603967918328545
5,0,0,15.226497531674536,16.325109820342647,6,582,17.359364240027954
2,1,0,15.907374619642667,16.850463544671545,18,778,17.663528233416507
4,1,0,16.108045315104818,17.161899703131436,10,763,18.172219384653864
0,0,0,15.38412647587812,16.759949537130716,12,650,17.161899703131436
0,1,1,14.880221294956703,16.08763644347361,2,820,16.874217630679652
1,0,1,15.068273526459642,16.41820024340866,12,824,17.14771506813948
1,0,1,15.404745763080856,16.349207371921707,4,718,17.36225024491709
2,0,1,15.444751097694555,16.40327459319198,14,313,17.39066124674987
5,1,0,15.80338490611862,17.081269968731327,10,751,17.74143646856141
0,1,1,12.206072645530174,12.611537753638338,18,520,13.9108207377686
2,1,0,14.151982794585487,15.363073066680286,4,355,15.955576721460545
3,1,1,15.978833583624812,17.33003662493343,14,314,17.635418274484614
1,0,1,14.845129975145433,15.590462908875947,20,728,16.58182966719046
3,1,1,16.02378497148708,17.220035729719104,14,564,17.986816161322505
0,0,1,15.732433170146335,16.543363386362664,14,699,17.615484059583796
0,0,1,15.424948470398375,16.64872390202049,6,624,17.347736202032834
0,1,1,15.29711509888849,16.636889444373487,14,795,17.32406645794693
5,0,1,15.943742263813542,16.73867213868343,20,703,17.684626062381145
4,1,0,15.86963429165982,16.666217059468007,4,394,17.690869579020827
4,1,1,15.38412647587812,16.108045315104818,14,779,17.399029496420383
1,1,0,14.978661367769956,15.990262279448435,4,405,16.689075197544057
5,1,1,14.648419680899378,15.717618084361195,16,612,16.850463544671545
5,0,1,16.034714042019267,17.151280134303974,10,448,18.05683731053502
2,0,1,15.363073066680286,16.432906390798355,6,506,17.19650523230891
0,0,1,15.89495209964411,17.22995316637645,2,776,17.82102390647976
1,1,1,14.77102200299171,15.967272761223736,6,730,16.364955728889846
3,0,0,12.206072645530174,13.592367006650065,20,730,13.815510557964274
5,1,0,15.80338490611862,16.660419941783683,2,345,17.5673648112396
4,0,0,15.009433026436708,16.283610089435893,2,847,17.04631495369775
4,0,0,15.931766072766827,16.963963918535928,20,398,17.858561825798823
5,0,1,15.226497531674536,16.077273656438063,2,307,17.15483253590834
1,0,0,15.80338490611862,16.98098560610536,16,852,17.67202085346216
1,0,0,16.045524958123483,17.1296965626368,6,364,17.944256546903706
2,1,1,15.27412558066379,16.536805985816503,12,552,16.951004773893423
3,0,0,14.77102200299171,15.907374619642667,2,421,16.588099280204055
5,1,0,14.880221294956703,16.0978929436408,12,588,16.70031127081098
2,1,1,13.710150042306449,15.068273526459642,6,763,15.464169183551656
3,0,1,15.404745763080856,16.67771143889374,20,823,17.51434034293138
0,1,0,15.856730886823913,17.02635421113521,10,642,17.899804784332872
1,1,0,15.363073066680286,16.636889444373487,12,647,17.302885635867483
5,0,0,14.914122846632385,16.00156183470237,20,886,16.64872390202049
4,0,0,16.08763644347361,17.081269968731327,4,518,17.95387200560315
0,1,1,15.747031969567487,17.103912445481086,20,515,17.460960454150875
2,0,1,15.150511624696614,16.333207030575267,8,340,16.630919277386983
3,0,1,13.304684934198283,14.346138809026444,14,521,15.009433026436708
2,0,1,13.997832114758229,14.880221294956703,12,330,15.671808548329901
4,0,1,15.86963429165982,17.103912445481086,2,474,17.601970340417076
0,0,0,16.012735135300492,17.373711688436096,6,898,17.654962870557586
1,0,0,14.845129975145433,16.02378497148708,12,436,16.556350581889475
1,0,0,15.86963429165982,16.874217630679652,10,326,17.84975119611667
4,1,1,15.363073066680286,16.06680235657077,18,876,17.516812532076766
2,1,0,15.341566861459324,16.67771143889374,20,597,17.39066124674987
4,1,0,15.444751097694555,16.59432982995469,14,436,17.33892557235068
3,0,1,15.623799329143539,16.94227109392467,18,640,17.721515491066857
0,0,0,15.60727002719233,16.946647468524468,16,302,17.588271496058912
2,0,0,15.943742263813542,16.95966283663654,16,476,17.684626062381145
2,1,0,16.045524958123483,16.90655301132259,14,393,17.7355017330416
0,1,0,15.250595083253597,16.147654453199863,10,506,17.287477010514635
3,1,0,16.077273656438063,17.447819660589815,10,418,17.882826447798454
3,1,0,15.538277155705378,16.41076526492114,6,865,17.574382383898246
4,1,0,15.86963429165982,17.168917275790083,2,703,17.783913896828526
